name,city,state,country,latitude,longitude,tees,holes,par,rating,slope,access_type,website
Sterling Park Golf Club,Sterling,Virginia,USA,39.00070639,-77.40919054,[],9,54,,,Private,http://playsterlinggolf.com
Steubenville Country Club,Steubenville,Ohio,USA,40.36367256,-80.67887306,[],18,72,,,Private,http://www.steubenvillecc.com
Steve Hogan Golf Course,Omaha,Nebraska,USA,41.3158715,-95.9507368,[],9,27,,,Public,http://parks.cityofomaha.org/golf
Stevens Park Golf Course,Dallas,Texas,USA,32.7667,-96.8458,"[{""name"":""Championship"",""rating"":72.8,""par"":71,""slope"":132},{""name"":""Blue"",""rating"":70.9,""par"":71,""slope"":128},{""name"":""White"",""rating"":68.7,""par"":71,""slope"":123}]",18,70,69.9,125,Public,
Stevens Point Country Club,Stevens Point,Wisconsin,USA,44.5055,-89.5442,"[{""name"":""Championship"",""rating"":73.8,""par"":72,""slope"":139},{""name"":""Blue"",""rating"":71.6,""par"":72,""slope"":134},{""name"":""White"",""rating"":69.3,""par"":72,""slope"":128}]",18,72,73.3,134,Private,
Stewart Meadows Golf Course,Medford,Oregon,USA,42.308876,-122.8653987,[],9,35,,,Public,https://www.stewartmeadowsgolf.com/
Stewart Park Golf Course,Roseburg,Oregon,USA,43.2220707,-123.3714846,[],9,35,,,Public,https://umpqua.golf/
Stewart Peninsula Golf Course,The Colony,Texas,USA,33.0882551,-96.9188282,[],9,33,,,Public,http://www.stewartpeninsulagolf.com/
Stewartville Golf Club,Stewartville,Minnesota,USA,43.8656716,-92.4831976,[],18,66,,,Public,https://adamsonevents.com/
Stillmeadow Country Club,Cincinnati,Ohio,USA,39.12979014,-83.53016887,[],18,70,,,Private,http://www.stillmeadowcountryclub.com
Stillwater Country Club,Stillwater,Oklahoma,USA,36.10697233,-97.12675151,[],18,70,,,Private,http://thestillwatercountryclub.com
Stillwater Country Club,Stillwater,Minnesota,USA,45.0716682,-92.8188165,[],18,72,,,Private,https://www.sccgolf.com/
Stillwater Golf And Country Club,St Johns,Florida,USA,30.0612227,-81.5572918,[],18,72,,,Semi-Private,https://www.stillwatergcc.com/
Stillwater Golf Course,Columbus,Montana,USA,45.63079501,-109.2445203,"[{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":108},{""name"":""Red (F)"",""rating"":null,""par"":36,""slope"":105}]",9,36,,,Semi-Private,http://sites.google.com/site/stillwatergolfcolumbus
Stillwater Oaks Golf Course,Stillwater,Minnesota,USA,45.0739516,-92.8795914,[],18,70,,,Semi-Private,http://stillwateroaksgolf.com
Stillwater Valley Golf Club,Versailles,Ohio,USA,40.1780014,-84.4665188,[],18,72,,,Public,http://stillwatervalleygolfclub.com
Stirrup Cup Course At Glenview Champions Country Club,The Villages,Florida,USA,28.9493285,-82.0067922,[],9,36,,,Semi-Private,http://glenviewcountryclub.com/
Stoatin Brae Golf Club,Augusta,Michigan,USA,42.3687,-85.3427,"[{""name"":""Black"",""rating"":74.8,""par"":71,""slope"":139},{""name"":""Blue"",""rating"":72.5,""par"":71,""slope"":134},{""name"":""White"",""rating"":70.1,""par"":71,""slope"":128}]",18,71,71.9,134,Public,
Stock Farm,Hamilton,Montana,USA,46.25640371,-114.0554119,"[{""name"":""Black (M)"",""rating"":74.3,""par"":72,""slope"":148},{""name"":""Copper (M)"",""rating"":72,""par"":72,""slope"":140},{""name"":""Copper/Silver (M)"",""rating"":70.1,""par"":72,""slope"":135},{""name"":""Silver (M)"",""rating"":69.2,""par"":72,""slope"":128},{""name"":""Green (M)"",""rating"":67.3,""par"":72,""slope"":122},{""name"":""White (M)"",""rating"":64.2,""par"":72,""slope"":117}]",18,72,,,Private,http://stockfarm.com
Stock Farm Club,Hamilton,Montana,USA,46.2512,-114.1567,"[{""name"":""Black"",""rating"":75.6,""par"":72,""slope"":145},{""name"":""Gold"",""rating"":73.3,""par"":72,""slope"":140},{""name"":""White"",""rating"":71,""par"":72,""slope"":133}]",18,72,74.8,142,Private,
Stockbridge Golf Club,Stockbridge,Massachusetts,USA,42.2821043,-73.3217774,[],18,71,,,Private,http://www.stockbridgegc.com
Stockdale Country Club,Bakersfield,California,USA,35.3454456,-119.08042,[],18,71,,,Private,http://www.stockdalecc.com/
Stockton Country Club,Stockton,Missouri,USA,37.6837304,-93.7977978,[],9,36,,,Semi-Private,http://www.stocktoncountryclub.com/
Stockton Golf Country Club,Stockton,California,USA,37.9605206,-121.3592556,[],18,71,,,Private,http://www.stocktongolfcc.com/
Stoeckeler Memorial Park Golf Course,Ellenville,New York,USA,41.70979832,-74.40256747,[],9,34,,,Public,http://shawangunkgolfclub.com
Stone Canyon Club,Tucson,Arizona,USA,32.46670711,-110.9865434,[],18,72,,,Private,http://www.stonecanyon.com
Stone Canyon Golf Club,Blue Springs,Missouri,USA,39.07,-94.3,"[{""name"":""Black"",""rating"":75.2,""par"":72,""slope"":145},{""name"":""Blue"",""rating"":72.8,""par"":72,""slope"":139}]",18,72,74.8,138,Public,
Stone Creek At Page Belcher Golf Course,Tulsa,Oklahoma,USA,36.05596879,-96.01844788,[],18,71,,,Public,http://www.tulsagolf.org
Stone Creek Cove Golf Course,Anderson,South Carolina,USA,34.4532021,-82.806993,[],9,35,,,Semi-Private,https://stonecreekcove.com/
Stone Creek Golf Club,Sherman,Texas,USA,33.60918658,-96.61504651,[],18,72,,,Public,http://www.stonecreekcc.com
Stone Creek Golf Club,Oswego,New York,USA,43.39652215,-76.58869773,[],18,70,,,Public,http://stonecreekgolfoswegony.com
Stone Creek Golf Club,Williamsburg,Iowa,USA,41.6554921,-92.0148553,[],9,36,,,Semi-Private,http://www.stonecreekiowa.com
Stone Creek Golf Club,Valdosta,Georgia,USA,30.913913,-83.354764,[],18,72,,,Semi-Private,http://www.gagolf.com/
Stone Creek Golf Club,Ocala,Florida,USA,29.1239862,-82.2690657,[],18,72,,,Public,https://www.stonecreekgolfocala.com/
Stone Creek Golf Club,Oregon City,Oregon,USA,45.3117,-122.5647,[],18,72,74.1,142,Public,
Stone Creek Golf Course,Chanute,Kansas,USA,37.6794517,-95.4917478,[],9,35,,,Public,http://www.chanute.org/225/golf-course
Stone Crossing Golf Club,Upper Sandusky,Ohio,USA,40.8308816,-83.2693129,[],9,36,,,Private,
Stone Dock Golf Club,High Falls,New York,USA,41.8162613,-74.15190518,[],9,36,,,Public,http://stonedockgolfclub.com
Stone E Lea Golf Course,Attleboro,Massachusetts,USA,41.91317678,-71.32655992,[],18,70,,,Public,http://www.selgc.com
Stone Eagle Golf Club,Palm Desert,California,USA,33.7006607,-116.4104843,[],18,71,,,Private,http://www.stoneeaglegolf.com/
Stone Gate Golf Course,Lubbock,Texas,USA,33.4928852,-101.891994,[],18,63,,,Public,
Stone Harbor Golf Club,Cape May Court House,New Jersey,USA,39.1061872,-74.80749607,[],18,72,,,Private,http://www.stoneharborgolf.com
Stone Hedge Country Club,Factoryville,Pennsylvania,USA,41.53474795,-75.8722204,[],18,71,,,Public,http://stonehedge-golf.com
Stone Hedge Golf Club,Marshall,Missouri,USA,39.0912216,-93.1901449,[],9,36,,,Semi-Private,http://www.stonehedgegc.com/
Stone Meadow Golf,Lexington,Massachusetts,USA,42.4243722,-71.2323194,[],9,27,,,Public,http://www.stonemeadowgolf.com/
Stone Meadows Golf Course,White Haven,Pennsylvania,USA,41.16437552,-75.66464424,[],18,70,,,Semi-Private,http://stonemeadowsgolf.com
Stone Mountain Golf Club,Traphill,North Carolina,USA,36.353016,-81.079059,[],18,71,,,Semi-Private,http://www.stonemountaingolfresort.com
Stone Mountain Golf Club (Stonemont Course),Stone Mountain,Georgia,USA,33.8052,-84.1454,"[{""name"":""Championship"",""rating"":72.8,""par"":70,""slope"":132},{""name"":""White"",""rating"":70.1,""par"":70,""slope"":126}]",18,70,72.8,140,Public,
Stone Oak Country Club,Holland,Ohio,USA,41.63534,-83.7518253,[],18,71,,,Private,http://www.stoneoakcountryclub.org
Stone Ridge Golf Club,White City,Oregon,USA,42.4211542,-122.7844511,[],18,72,,,Public,http://www.stoneridgegolfcourse.com/
Stone Ridge Golf Club,Bowling Green,Ohio,USA,41.36553656,-83.68208826,[],18,72,,,Semi-Private,http://www.stoneridgegolfclub.org
Stone Tree Golf Club,Novato,California,USA,38.10200796,-122.5095322,[],18,72,,,Public,http://bayclubs.com/clubs/stonetree
Stonebriar Country Club,Frisco,Texas,USA,33.0966849,-96.8485601,[],18,72,,,Private,https://www.invitedclubs.com/clubs/stonebriar-country-club
Stonebridge Country Club,Aurora,Illinois,USA,41.78427984,-88.25280808,[],18,72,,,Private,https://www.stonebridge-cc.org/
Stonebridge Country Club,Boca Raton,Florida,USA,26.4128786,-80.2125382,[],18,71,,,Public,http://www.stonebridgefl.com/
Stonebridge Country Club,Goffstown,New Hampshire,USA,43.0186,-71.5976,"[{""name"":""Blue"",""rating"":72.1,""par"":72,""slope"":131},{""name"":""White"",""rating"":70.4,""par"":72,""slope"":126},{""name"":""Red"",""rating"":73.1,""par"":72,""slope"":124}]",18,72,73.4,136,Public,
Stonebridge Golf Club,Martinsburg,West Virginia,USA,39.4417395,-77.9263079,[],9,34,,,Public,https://vanmetre9.com/
Stonebridge Golf Club,Monroe,North Carolina,USA,34.93801099,-80.63131242,[],18,72,,,Semi-Private,http://www.stonebridgegolfclub.com
Stonebridge Golf Club,Ann Arbor,Michigan,USA,42.2142072,-83.7683831,[],18,72,,,Public,https://www.stonebridgegolfclub.net/
Stonebridge Golf Club,Rome,Georgia,USA,34.3388965,-85.1926557,[],18,72,,,Public,https://www.romestonebridge.com/
Stonebridge Golf Club Creekside Sunrise Course,West Valley City,Utah,USA,40.70794586,-111.9865608,"[{""name"":""Champ (M)"",""rating"":73.4,""par"":72,""slope"":138},{""name"":""Blue (M)"",""rating"":71,""par"":72,""slope"":132},{""name"":""White (M)"",""rating"":67.7,""par"":72,""slope"":121},{""name"":""Red (M)"",""rating"":67.1,""par"":72,""slope"":120}]",18,72,,,Public,https://www.golfstonebridgeutah.com/
Stonebridge Golf Club Of New Orleans Championship Course,Gretna,Louisiana,USA,29.8601154,-90.0373988,"[{""name"":""Black (M)"",""rating"":74.3,""par"":72,""slope"":135},{""name"":""Blue (M)"",""rating"":72,""par"":72,""slope"":127},{""name"":""White (M)"",""rating"":70.3,""par"":72,""slope"":123},{""name"":""Gold (M)"",""rating"":67.9,""par"":72,""slope"":119},{""name"":""Red (F)"",""rating"":70.3,""par"":72,""slope"":120}]",18,72,,,Private,https://www.golfstonebridge.com/
Stonebridge Golf Club Of New Orleans Harvey 9 Course,Gretna,Louisiana,USA,29.8601154,-90.0373988,"[{""name"":""Blue (M)"",""rating"":null,""par"":35,""slope"":null},{""name"":""White (M)"",""rating"":null,""par"":35,""slope"":null},{""name"":""Gold (M)"",""rating"":null,""par"":35,""slope"":null},{""name"":""Red (F)"",""rating"":null,""par"":35,""slope"":null}]",18,,,,Private,https://www.golfstonebridge.com/
Stonebridge Golf Club Sagebrush Creekside Course,West Valley City,Utah,USA,40.71545213,-112.0053577,"[{""name"":""Champ (M)"",""rating"":73.5,""par"":72,""slope"":142},{""name"":""Blue (M)"",""rating"":70.9,""par"":72,""slope"":137},{""name"":""White (M)"",""rating"":67.8,""par"":72,""slope"":118},{""name"":""Red (M)"",""rating"":68,""par"":72,""slope"":117}]",18,72,,,Public,https://www.golfstonebridgeutah.com/
Stonebridge Golf Club Sunrise Sagebrush Course,West Valley City,Utah,USA,40.71389077,-111.9969034,"[{""name"":""Champ (M)"",""rating"":72.9,""par"":72,""slope"":140},{""name"":""Blue (M)"",""rating"":70.9,""par"":72,""slope"":133},{""name"":""White (M)"",""rating"":68.7,""par"":72,""slope"":121},{""name"":""Red (M)"",""rating"":68.1,""par"":72,""slope"":115}]",18,72,,,Public,https://www.golfstonebridgeutah.com/
Stonebridge Golf Country Club,New Hartford,New York,USA,43.03299527,-75.20682018,[],18,72,,,Public,http://www.stonebridgecc1.com
Stonebridge Golf Country Club,Albany,Georgia,USA,31.5755481,-84.2825393,[],18,72,,,Private,https://www.stonebridgeclub.com/
Stonebridge Golf Course,Lakeland,Tennessee,USA,35.2123699,-89.752984,[],18,71,,,Public,https://www.lakelandgolf.club/
Stonebridge Golf Links Country Club,Smithtown,New York,USA,40.82869961,-73.21636677,[],18,70,,,Semi-Private,http://www.stonebridgeglcc.com/
Stonebridge Meadows Golf Club,Fayetteville,Arkansas,USA,36.04500197,-94.1131243,[],18,72,,,Public,http://stonebridgemeadows.com
Stonebridge Ranch,McKinney,Texas,USA,33.195125,-96.7160134,[],9,36,,,Private,http://www.clubsatstonebridgeranch.com
Stonebrook Golf Course,Pace,Florida,USA,30.6415157,-87.1897964,[],18,72,,,Public,http://www.stonebrook-golf.com/
Stonebrooke Golf Course,Shakopee,Minnesota,USA,44.7546919,-93.5152782,[],9,30,,,Public,https://www.stonebrooke.com/?utm_source=NEXT&utm_medium=Google_website
Stonecreek Golf Club,Phoenix,Arizona,USA,33.59620696,-111.9848917,[],18,71,,,Semi-Private,http://www.stonecreekgc.com
Stonecrest,Bedford,Indiana,USA,38.9823075,-86.5812966,[],18,72,,,Semi-Private,https://www.stonecrestgolf.net/
Stonecrest Golf Club,Summerfield,Florida,USA,28.9663089,-81.9607231,[],18,72,,,Semi-Private,https://broadstripesgolf.com/
Stonecrest Golf Course,Wampum,Pennsylvania,USA,40.86212178,-80.32765388,[],18,71,,,Public,http://stonecrestgc.com
Stonecrest Golf Course,Prestonsburg,Kentucky,USA,37.6439,-82.7831,"[{""name"":""Black"",""rating"":72.5,""par"":72,""slope"":131},{""name"":""Blue"",""rating"":70.2,""par"":72,""slope"":125},{""name"":""White"",""rating"":68,""par"":72,""slope"":118}]",18,72,74.1,137,Public,
Stonegate Golf Club,Twin Lake,Michigan,USA,43.3310836,-86.1398504,[],18,72,,,Public,https://www.stonegategolfclub.com/
Stonegate Golf Club - Cypress Course,Poinciana,Florida,USA,28.137904,-81.4719944,[],18,72,,,Semi-Private,https://www.stonegategolf.com/?utm_source=GMB&utm_medium=organic&utm_campaign=LocalSearch
Stonegate Golf Club - Oaks Course,Kissimmee,Florida,USA,28.127695,-81.4808093,[],18,72,,,Semi-Private,https://www.stonegategolf.com/?utm_source=GMB&utm_medium=organic&utm_campaign=LocalSearch
Stonegate Golf Course,West Winfield,New York,USA,42.80609878,-75.22615906,[],18,70,,,Public,http://www.stonegategolfcourse.com
Stoneham Oaks Golf Course,Stoneham,Massachusetts,USA,42.4854461,-71.1123722,[],9,27,,,Public,http://www.stonehamoaks.com/
Stonehaven at Glade Springs,Daniels,West Virginia,USA,37.747,-81.127,"[{""name"":""Black"",""rating"":74.5,""par"":72,""slope"":140},{""name"":""Blue"",""rating"":72.3,""par"":72,""slope"":135},{""name"":""White"",""rating"":69.8,""par"":72,""slope"":130}]",18,72,75.1,148,Public,
Stonehedge Golf Course,Egg Harbor,Wisconsin,USA,45.0563018,-87.2580209,[],18,72,,,Public,https://golfstonehedge.com/
Stonehedge Golf Course,North Clarendon,Vermont,USA,43.54235986,-72.9615737,"[{""name"":""White (M)"",""rating"":null,""par"":27,""slope"":80},{""name"":""White (F)"",""rating"":null,""par"":31,""slope"":84}]",9,27,,,Semi-Private,http://www.stonehedgegolf.com
Stonehedge North,Ross Township,Michigan,USA,42.3799889,-85.3328442,[],18,72,,,Public,https://www.gulllakeview.com/golf-glvn.html
Stonehedge South,Ross Township,Michigan,USA,42.3720901,-85.3314658,[],18,72,,,Public,https://www.gulllakeview.com/golf-glvs.html
Stonehedges Golf Club,Groton,New York,USA,42.56285113,-76.33616771,[],18,72,,,Semi-Private,http://www.golfstonehedges.com
Stonehenge Golf Club,Winona Lake,Wyoming,USA,43.93024874,-110.2666314,"[{""name"":""Black (M)"",""rating"":73.4,""par"":71,""slope"":134},{""name"":""Gold (M)"",""rating"":71.1,""par"":71,""slope"":133},{""name"":""Blue (M)"",""rating"":69,""par"":71,""slope"":126},{""name"":""White (M)"",""rating"":66.2,""par"":71,""slope"":114},{""name"":""White (F)"",""rating"":71.1,""par"":71,""slope"":128},{""name"":""Green (F)"",""rating"":67.3,""par"":71,""slope"":115}]",18,71,,,Public,http://www.stonehengegolfclub.com/
Stonehenge Golf Club,Fairfield Glade,Tennessee,USA,35.9926,-84.8876,"[{""name"":""Championship"",""rating"":72.4,""par"":72,""slope"":133},{""name"":""Member"",""rating"":70.5,""par"":72,""slope"":129},{""name"":""Forward"",""rating"":68.2,""par"":72,""slope"":121}]",18,72,71.8,135,Public,
Stonehenge Golf Country Club,Richmond,Virginia,USA,37.49707922,-77.62820326,[],18,72,,,Private,http://www.stonehengeclub.com
Stonehenge Golf Course,Lake Barrington,Illinois,USA,42.1945557,-88.1648573,[],18,72,,,Private,https://stonehengegolfclubil.com/
Stonehouse Creek At Temecula Creek Inn Golf Resort,Temecula,California,USA,33.4686268,-117.1331617,[],18,71,,,Public,https://www.temeculacreekgolf.com/
Stonehouse Golf Club,Toano,Virginia,USA,37.42896722,-76.81453943,[],18,72,,,Semi-Private,http://www.stonehousegolfclub.com
Stoneleigh Golf Club,Round Hill,Virginia,USA,39.1240739,-77.78152914,[],18,72,,,Private,http://www.stoneleighgolf.com
Stonemont At Stone Mountain Golf Course,Stone Mountain,Georgia,USA,33.8121579,-84.1299884,[],18,70,,,Public,https://www.stonemountaingolf.com/
Stoner Creek,Paris,Kentucky,USA,38.2125093,-84.2424989,[],9,35,,,Private,http://www.stonercreekcountryclub.com
StoneRidge Golf Club,Stillwater,Minnesota,USA,44.9458,-92.855,"[{""name"":""Black"",""rating"":75.5,""par"":72,""slope"":148},{""name"":""Blue"",""rating"":73.2,""par"":72,""slope"":144}]",18,72,74.9,145,Public,
Stoneridge Golf Course,Blanchard,Idaho,USA,48.010746,-117.004412,"[{""name"":""Blue (M)"",""rating"":70.6,""par"":71,""slope"":124},{""name"":""White (M)"",""rating"":67.8,""par"":71,""slope"":116},{""name"":""Red (M)"",""rating"":69.7,""par"":71,""slope"":120}]",18,71,,,Semi-Private,http://www.stoneridgeidaho.com/
Stoneridge Golf Course,Prescott Valley,Arizona,USA,34.56727944,-112.3419025,[],18,72,,,Public,http://stoneridgegolf.com
Stones River Country Club,Murfreesboro,Tennessee,USA,35.8756431,-86.4155042,[],18,71,,,Private,https://www.stonesrivercountryclub.com/
Stones Throw Golf Course,Milaca Township,Minnesota,USA,45.7706557,-93.6577278,[],18,70,,,Public,http://www.stonesthrowgolf.com/
Stonetree Golf Club,Killeen,Texas,USA,31.0893844,-97.6805217,[],18,72,,,Public,https://www.stonetreegc.com/?utm_source=extnet&utm_medium=yext
Stonewall (Old),Elverson,Pennsylvania,USA,40.1342,-75.7997,"[{""name"":""Championship"",""rating"":73.1,""par"":70,""slope"":135},{""name"":""Member"",""rating"":71.2,""par"":70,""slope"":131},{""name"":""Forward"",""rating"":69,""par"":70,""slope"":126}]",18,70,74.4,145,Private,
Stonewall Golf Club,Gainesville,Virginia,USA,38.7997,-77.6253,[],18,72,74.4,142,Public,
Stonewall Golf Club At Lake Manassas,Gainesville,Virginia,USA,38.78340279,-77.64832556,[],18,72,,,Public,https://www.stonewallgolfclub.com/
Stonewall Golf Course,Germanton,North Carolina,USA,36.27500205,-80.24671555,[],18,70,,,Public,http://stonewallgc.com
Stonewall Orchard Golf Club,Grayslake,Illinois,USA,42.2747,-88.0867,"[{""name"":""Black"",""rating"":74.8,""par"":72,""slope"":142},{""name"":""Blue"",""rating"":72.5,""par"":72,""slope"":138},{""name"":""White"",""rating"":70.3,""par"":72,""slope"":134}]",18,72,74.5,144,Public,
Stonewall Resort (Arnold Palmer Course),Roanoke,West Virginia,USA,38.9372,-80.4853,"[{""name"":""Black"",""rating"":74.2,""par"":72,""slope"":138},{""name"":""Gold"",""rating"":72.1,""par"":72,""slope"":132},{""name"":""White"",""rating"":69.8,""par"":72,""slope"":126}]",18,72,73.6,137,Public,
Stonewall Resort Golf Course,Roanoke,West Virginia,USA,38.988,-80.485,"[{""name"":""Championship"",""rating"":74.2,""par"":72,""slope"":138},{""name"":""Tournament"",""rating"":72.1,""par"":72,""slope"":134},{""name"":""Club"",""rating"":69.5,""par"":72,""slope"":128}]",18,72,74.5,143,Public,
Stonewater Country Club,Caledonia,Illinois,USA,42.15363311,-87.75741742,[],18,71,,,Private,https://www.stonewatercc.com/
StoneWater Golf Club,Highland Heights,Ohio,USA,41.5517,-81.4703,"[{""name"":""Black"",""rating"":74.6,""par"":72,""slope"":143},{""name"":""Blue"",""rating"":72.4,""par"":72,""slope"":138},{""name"":""White"",""rating"":70.1,""par"":72,""slope"":132}]",18,71,74.8,143,Semi-Private,
Stonewolf Golf Club,Aviston,Illinois,USA,38.60049192,-89.63378135,[],18,72,,,Public,https://stonewolfgolf.com/
Stoney Creek Golf Club,Stoney Creek,North Carolina,USA,36.07003549,-79.60073869,[],18,71,,,Semi-Private,http://www.stoneycreekgolf.com
Stoney Creek Golf Course,Nellysford,Virginia,USA,37.8984542,-78.8792648,[],18,72,,,Public,http://www.wintergreenresort.com/
Stoney Creek Golf Course,Arvada,Colorado,USA,39.87148,-105.155147,[],9,30,,,Public,http://www.stoneycreekgolfcourse.com/
Stoney Links Golf Course (closed),Allis Township,Michigan,USA,45.3525298,-84.1864107,[],18,105,,,Public,http://www.stoneylinksgolfcourse.com/
Stoney Ridge Golf Course,Childress,Texas,USA,34.42399184,-100.1908922,[],18,71,,,Public,https://youtu.be/fxsmrlEThSA?si=wBey0V6o5m_A15bH
Stoneybrook East Golf Course,Orlando,Florida,USA,28.513103,-81.1806406,[],18,72,,,Public,https://golfatstoneybrook.com/
Stoneybrook Golf Club,Estero,Florida,USA,26.4354613,-81.7688491,[],18,72,,,Public,http://stoneybrookgolfestero.com/
Stoneybrook Golf Country Club,Sarasota,Florida,USA,27.2199332,-82.4763452,[],18,72,,,Private,http://www.stoneybrook.net/
Stoneybrook West Golf Course,Winter Garden,Florida,USA,28.5166977,-81.6117705,[],18,72,,,Public,https://www.stoneybrookwestgolfclub.com/
Stonington Country Club,Stonington,Connecticut,USA,41.40086643,-71.89423535,[],18,72,,,Private,http://stoningtoncountryclub.com
Stony Creek Golf Club,Noblesville,Indiana,USA,40.015,-86.002,"[{""name"":""Black"",""rating"":70.8,""par"":71,""slope"":124},{""name"":""Blue"",""rating"":69.1,""par"":71,""slope"":119},{""name"":""White"",""rating"":67.4,""par"":71,""slope"":115}]",18,71,71.5,128,Public,
Stony Creek Golf Course,Oak Lawn,Illinois,USA,41.7084149,-87.7711094,[],18,65,,,Public,https://www.golfstonycreek.com/
Stony Creek Metropark Golf Course,Shelby Township,Michigan,USA,42.7205153,-83.102964,[],18,72,,,Public,https://golf.metroparks.com/stony-creek-metropark.html
Stony Ford Golf Course,Montgomery,New York,USA,41.47736594,-74.26869204,[],18,72,,,Public,http://orangecountygov.com/1489/stony-ford-golf-course
Stony Lick at The Woods,Hedgesville,West Virginia,USA,39.548,-78.028,"[{""name"":""Blue"",""rating"":72,""par"":71,""slope"":133},{""name"":""White"",""rating"":69.5,""par"":71,""slope"":127},{""name"":""Gold"",""rating"":67.2,""par"":71,""slope"":121}]",18,62,59.4,97,Public,
Stony Point Golf Course,Thompson Township,Michigan,USA,45.9332558,-86.2885222,[],18,,,,Semi-Private,
Stonybrook Golf Club,Hopewell,New Jersey,USA,40.37891689,-74.78685379,[],18,62,,,Semi-Private,http://stonybrookgolfnj.com
Stonybrook Golf Course,Southborough,Massachusetts,USA,42.3067099,-71.5052539,[],9,27,,,Public,
Stonybrook Golf Course,Litchfield,Connecticut,USA,41.7590255,-73.2340469,[],9,35,,,Public,https://www.stonybrookgolfct.com/
Stonycroft Hills Club,Bloomfield Hills,Michigan,USA,42.5900386,-83.2434415,[],9,35,,,Private,https://www.stonycroft.com/
Stop N Sock Golf Course,New Brighton,Pennsylvania,USA,40.7678992,-80.29106855,[],18,,,,Public,http://www.stopandsock.com
Storm King Golf Club,Cornwall,New York,USA,41.42949105,-74.02857989,[],9,36,,,Semi-Private,http://www.stormkinggolfclub.com
Storm Lake Golf Course,Storm Lake,Iowa,USA,42.6282246,-95.1748765,[],9,36,,,Public,https://stormlake.org/
Stoughton Acres Golf Course,Butler,Pennsylvania,USA,40.92729435,-79.94244576,[],18,72,,,Public,http://www.stoughtonacres.com
Stoughton Country Club,Stoughton,Wisconsin,USA,42.94579761,-89.24640607,[],18,71,,,Private,http://www.stoughtoncountryclub.com
Stow Acres Country Club - North Course,Stow,Massachusetts,USA,42.427,-71.488,"[{""name"":""Blue"",""rating"":72.9,""par"":72,""slope"":136},{""name"":""White"",""rating"":71,""par"":72,""slope"":132},{""name"":""Gold"",""rating"":68.6,""par"":72,""slope"":125}]",18,72,73.5,135,Public,
Stow North At Stow Acres Country Club,Stow,Massachusetts,USA,42.4160016,-71.5280956,[],18,72,,,Public,https://www.stowacres.com/
Stow South At Stow Acres Country Club,Stow,Massachusetts,USA,42.4160016,-71.5280956,[],18,71,,,Public,https://www.stowacres.com/
Stowaway Golf Course,Stow,Massachusetts,USA,42.4216914,-71.4796552,[],9,36,,,Public,
Stowe Country Club,Stowe,Vermont,USA,44.46,-72.6905,"[{""name"":""Blue"",""rating"":69.4,""par"":70,""slope"":121},{""name"":""White"",""rating"":67.8,""par"":70,""slope"":116}]",18,72,71.6,132,Public,
Stowe Mountain Club,Stowe,Vermont,USA,44.5298,-72.7831,"[{""name"":""Black"",""rating"":75.1,""par"":72,""slope"":145},{""name"":""Blue"",""rating"":72.8,""par"":72,""slope"":139},{""name"":""White"",""rating"":70.5,""par"":72,""slope"":132}]",18,72,71.5,136,Private,
Stoweflake Mountain Resort Spa,Stowe,Vermont,USA,44.47584402,-72.71405783,"[{""name"":""Temporary (M)"",""rating"":70,""par"":72,""slope"":110}]",18,72,,,Public,http://www.stoweflake.com
Straight River Golf Course,Walcott Township,Minnesota,USA,44.2486238,-93.2364321,[],9,59,,,Public,http://www.straightrivergc.com/
Stratford Country Club,Stratford,Texas,USA,36.31860036,-102.1044552,[],9,36,,,Semi-Private,
Stratton Golf Club,Stratton,Colorado,USA,39.304263,-102.6120611,[],9,34,,,Public,
Stratton Mountain Golf Course,Stratton,Vermont,USA,43.1054,-72.9099,"[{""name"":""Black"",""rating"":74.5,""par"":72,""slope"":143},{""name"":""Blue"",""rating"":72.1,""par"":72,""slope"":138},{""name"":""White"",""rating"":69.8,""par"":72,""slope"":131}]",18,72,71.7,134,Public,
Strawberry Farms Golf Club,Irvine,California,USA,33.64961643,-117.7963756,[],18,71,,,Public,http://www.sf-golf.com
Strawberry Ridge Golf Course,Harmony,Pennsylvania,USA,40.84167701,-80.14529449,[],18,70,,,Public,http://www.strawberryridgegolfcourse.com
Strawberry Valley Golf Club,Abington,Massachusetts,USA,42.0977049,-70.9510201,[],9,35,,,Public,http://www.strawberryvalleygc.com/
Streamside Golf Course,Winterport,Maine,USA,44.6217727,-68.9517288,"[{""name"":""Blue (M)"",""rating"":null,""par"":36,""slope"":104},{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":95},{""name"":""Red (F)"",""rating"":null,""par"":36,""slope"":95}]",9,36,,,Public,https://www.facebook.com/StreamsideGolfCourse/
Streamside Golf Course And Country Club,Pulaski,New York,USA,43.5081146,-76.1101518,[],18,72,,,Public,http://streamsidecg.com
Streamsong Resort - Black Course,Bowling Green,Florida,USA,27.69,-81.94,"[{""name"":""Championship"",""rating"":76.4,""par"":72,""slope"":146},{""name"":""Blue"",""rating"":73.9,""par"":72,""slope"":140},{""name"":""White"",""rating"":71.1,""par"":72,""slope"":133}]",18,73,74.7,135,Public,
